"","player_name","player_team","round","DSSal_Hist","dreamTeamPoints"
"10254","Liam Duggan","WCE",6,9860,63
"10255","Tom Hawkins","GEE",6,12100,88
"10256","Harry Taylor","GEE",6,8800,93
"10257","Thomas Cole","WCE",6,8190,16
"10258","Lewis Jetta","WCE",6,10010,53
"10259","Daniel Venables","WCE",6,6880,44
"10260","Oscar Allen","WCE",6,6760,43
"10261","Liam Ryan","WCE",6,7970,45
"10262","Levi Casboult","CAR",6,7940,53
"10267","Mitch McGovern","CAR",6,8830,57
"10313","Jamie Cripps","WCE",6,12600,35
"10314","Josh J. Kennedy","WCE",6,11180,58
"10333","Jack Henry","GEE",6,6950,60
"10338","Esava Ratugolea","GEE",6,6250,75
"10365","Curtis Taylor","NTH",8,5000,37
"10366","Mitch Duncan","GEE",8,14650,142
"10367","Adam Cerra","FRE",8,8830,64
"10368","Josh Kelly","GWS",8,14530,115
"10369","Nat Fyfe","FRE",8,16060,111
"10370","Luke Ryan","FRE",8,12360,69
"10371","Dawson Simpson","GWS",8,9560,37
"10373","Jacob Hopper","GWS",8,12200,59
"10374","David Mundy","FRE",8,13210,91
"10375","Tim Kelly","GEE",8,14970,141
"10376","Rory Lobb","FRE",8,10930,125
"10377","Cameron Guthrie","GEE",8,12540,59
"10378","Ben Cunnington","NTH",8,11990,80
"10379","Rhys Stanley","GEE",8,12090,63
"10380","Tim Taranto","GWS",8,14570,96
"10381","Bachar Houli","RIC",8,11730,113
"10382","Todd Goldstein","NTH",8,12520,79
"10383","Zac Williams","GWS",8,12260,83
"10384","Jaeger O'Meara","HAW",8,14310,72
"10385","James Worpel","HAW",8,11770,74
"10386","Ed Langdon","FRE",8,14670,57
"10387","Toby Greene","GWS",8,10990,62
"10389","Shai Bolton","RIC",8,5860,101
"10390","Brandan Parfitt","GEE",8,10170,85
"10391","Esava Ratugolea","GEE",8,6270,30
"10392","Tom Scully","HAW",8,9690,62
"10393","Bradley Hill","FRE",8,12960,54
"10394","Gary Ablett","GEE",8,14670,81
"10395","Taylor Garner","NTH",8,8650,44
"10396","Jack Ziebell","NTH",8,12130,75
"10397","Sam Durdin","NTH",8,5000,38
"10398","Ben McEvoy","HAW",8,13860,108
"10399","Dustin Martin","RIC",8,12370,81
"10400","Reece Conca","FRE",8,10840,71
"10401","Jeremy Cameron","GWS",8,12260,47
"10402","Michael Walters","FRE",8,12270,95
"10403","Luke Dahlhaus","GEE",8,11810,76
"10404","Cameron Zurhaar","NTH",8,7510,57
"10405","Stephen Coniglio","GWS",8,16490,76
"10406","Nick Haynes","GWS",8,11620,49
"10407","Brandon Ellis","RIC",8,11690,111
"10408","Jack Higgins","RIC",8,10080,51
"10409","Tom Stewart","GEE",8,13460,89
"10410","Tarryn Thomas","NTH",8,7980,65
"10411","Luke Breust","HAW",8,9670,61
"10412","Zac Langdon","GWS",8,7190,48
"10413","Sydney Stack","RIC",8,9640,96
"10414","Jed Anderson","NTH",8,11840,43
"10415","Patrick Dangerfield","GEE",8,16080,96
"10416","Mark O'Connor","GEE",8,7920,54
"10417","Dylan Moore","HAW",8,6490,65
"10418","Dion Prestia","RIC",8,12710,83
"10419","Darcy Tucker","FRE",8,9430,64
"10420","Gary Rohan","GEE",8,8140,36
"10421","Jack Henry","GEE",8,6830,43
"10422","Jeremy Finlayson","GWS",8,8750,96
"10423","Shane Edwards","RIC",8,9460,88
"10424","Jesse Hogan","FRE",8,11950,65
"10425","Shaun Higgins","NTH",8,14430,105
"10426","Tom Hawkins","GEE",8,12150,81
"10427","Jake Kolodjashnij","GEE",8,7340,38
"10428","Trent Dumont","NTH",8,13780,106
"10429","Nick Larkey","NTH",8,6370,73
"10430","Heath Shaw","GWS",8,10750,124
"10431","Blake Hardwick","HAW",8,9890,91
"10432","James Sicily","HAW",8,13030,116
"10434","Liam Shiels","HAW",8,14030,106
"10435","Sam J. Reid","GWS",8,8280,66
"10436","James Cousins","HAW",8,9680,108
"10437","Mitch Lewis","HAW",8,6230,62
"10438","Kane Lambert","RIC",8,12810,86
"10439","Nathan Wilson","FRE",8,9420,42
"10440","Tom J. Lynch","RIC",8,8210,72
"10441","Matt Taberner","FRE",8,11910,79
"10442","Ryan Nyhuis","FRE",8,9220,18
"10444","Jamie Macmillan","NTH",8,11590,75
"10445","Charlie Constable","GEE",8,11990,107
"10446","Matt de Boer","GWS",8,10010,48
"10447","Ricky Henderson","HAW",8,13820,125
"10448","David Astbury","RIC",8,6360,81
"10449","Ethan Hughes","FRE",8,7840,37
"10450","Liam Baker","RIC",8,10510,65
"10451","Mark Blicavs","GEE",8,9490,47
"10452","Mason Wood","NTH",8,9580,46
"10453","Jy Simpkin","NTH",8,9070,77
"10454","Gryan Miers","GEE",8,11150,94
"10455","Jordan Clark","GEE",8,7340,95
"10456","Adam Tomlinson","GWS",8,12150,78
"10458","Connor Menadue","RIC",8,6790,95
"10459","Josh Caddy","RIC",8,10190,109
"10460","Brandon Matera","FRE",8,9070,58
"10461","Nathan Broad","RIC",8,5550,55
"10462","Andrew Brayshaw","FRE",8,9820,36
"10463","Noah Balta","RIC",8,5450,69
"10464","Zach Tuohy","GEE",8,11760,52
"10465","Ben Brown","NTH",8,8720,96
"10466","Robbie Tarrant","NTH",8,9620,88
"10467","Jasper Pittard","NTH",8,12050,71
"10468","Jared Polec","NTH",8,12050,90
"10469","Harry Taylor","GEE",8,9150,90
"10471","Matt Buntine","GWS",8,6920,47
"10472","Adam Kennedy","GWS",8,10040,70
"10473","Jarman Impey","HAW",8,9330,79
"10474","Shaun Burgoyne","HAW",8,11290,67
"10475","Jonathon Ceglar","HAW",8,9620,76
"10476","Tim O'Brien","HAW",8,7590,70
"10477","Daniel Lloyd","GWS",8,8030,46
"10478","Kamdyn McIntosh","RIC",8,9490,95
"10479","Alex Pearce","FRE",8,6440,20
"10480","Jason Castagna","RIC",8,7530,94
"10481","Brennan Cox","FRE",8,8030,60
"10482","Ryan Garthwaite","RIC",8,5530,58
"10483","Sam Switkowski","FRE",8,7620,52
"10486","Shaun Atley","NTH",8,10250,76
"10490","Kayne Turner","NTH",8,8410,48
"10491","Sam Wright","NTH",8,9470,62
"10535","Phil Davis","GWS",8,9540,71
"10544","James Frawley","HAW",8,7060,73
"10545","Jack Gunston","HAW",8,12050,63
"10548","Paul Puopolo","HAW",8,7590,82
"10550","Ben Stratton","HAW",8,6470,54
"10557","Harry Himmelberg","GWS",8,8460,61
"10566","Harry Morrison","HAW",8,9100,67
"10571","Brent Daniels","GWS",8,7950,33
"10573","Sam Taylor","GWS",8,6160,36
"10591","Dylan Grimes","RIC",8,7220,107
"10604","Joel Hamling","FRE",8,7490,27
"10610","Travis Colyer","FRE",8,9250,68
"10639","Trent Cotchin","RIC",2,11460,72
"10640","Jack Graham","RIC",2,9770,55
"10641","Scott Pendlebury","COL",2,13010,108
"10642","James Aish","COL",2,9870,95
"10643","Jamie Elliott","COL",2,9260,48
"10644","Jack Higgins","RIC",2,9720,45
"10645","Tom Phillips","COL",2,12690,116
"10646","Steele Sidebottom","COL",2,14820,96
"10647","Mason Cox","COL",2,9750,69
"10648","Darcy Moore","COL",2,7500,60
"10649","Adam Treloar","COL",2,16610,152
"10650","Toby Nankervis","RIC",2,13720,80
"10651","Oleg Markov","RIC",2,5900,37
"10652","Brodie Grundy","COL",2,17070,111
"10653","Kane Lambert","RIC",2,13150,47
"10654","Jason Castagna","RIC",2,6870,41
"10655","Kamdyn McIntosh","RIC",2,8440,65
"10656","Jeremy Howe","COL",2,10530,100
"10657","Jayden Short","RIC",2,11290,75
"10658","Jack Crisp","COL",2,12120,142
"10659","Levi Greenwood","COL",2,9210,87
"10660","Jaidyn Stephenson","COL",2,9260,89
"10661","Jordan De Goey","COL",2,11040,91
"10662","Dustin Martin","RIC",2,14000,57
"10663","Dion Prestia","RIC",2,12720,66
"10664","Josh Thomas","COL",2,9470,73
"10665","Tom J. Lynch","RIC",2,9620,55
"10666","Shane Edwards","RIC",2,9730,67
"10667","Chris Mayne","COL",2,11770,131
"10668","Dayne Beams","COL",2,16080,128
"10669","Brandon Ellis","RIC",2,10980,73
"10670","Tom Langdon","COL",2,10560,94
"10671","Nick Vlastuin","RIC",2,9840,46
"10672","Dan Butler","RIC",2,8480,37
"10673","Nathan Broad","RIC",2,6480,33
"10674","Jordan Roughead","COL",2,9960,106
"10675","Maverick Weller","RIC",2,9090,49
"10676","Travis Varcoe","COL",2,7630,26
"10677","Brody Mihocek","COL",2,9200,115
"10678","Daniel Rioli","RIC",2,9680,41
"10679","Jack Riewoldt","RIC",2,13180,38
"10680","Brayden Maynard","COL",2,10050,81
"10681","David Astbury","RIC",2,7610,36
"10682","Dylan Grimes","RIC",2,7880,56
"10730","Lachie Neale","BRL",24,14690,123
"10731","Cameron Rayner","BRL",24,6670,72
"10732","Dustin Martin","RIC",24,15020,69
"10733","Jarrod Berry","BRL",24,10420,97
"10734","Hugh McCluggage","BRL",24,12850,86
"10735","Stefan Martin","BRL",24,12930,102
"10736","Oscar McInerney","BRL",24,8580,50
"10737","Mitch Robinson","BRL",24,13540,97
"10738","Zac Bailey","BRL",24,6760,37
"10739","Shane Edwards","RIC",24,10330,118
"10740","Dayne Zorko","BRL",24,15740,101
"10741","Jack Riewoldt","RIC",24,9530,55
"10742","Trent Cotchin","RIC",24,10410,64
"10743","Allen Christensen","BRL",24,9530,85
"10744","Dion Prestia","RIC",24,14960,123
"10745","Brandon Ellis","RIC",24,11050,66
"10746","Josh Caddy","RIC",24,10370,64
"10747","Bachar Houli","RIC",24,13810,48
"10748","Charlie Cameron","BRL",24,9890,34
"10749","Liam Baker","RIC",24,9460,49
"10750","Marcus Adams","BRL",24,7880,25
"10751","Noah Answerth","BRL",24,8400,42
"10752","Toby Nankervis","RIC",24,11480,52
"10753","Jayden Short","RIC",24,10420,61
"10754","Shai Bolton","RIC",24,9430,52
"10755","Ivan Soldo","RIC",24,10230,60
"10756","Kane Lambert","RIC",24,11970,78
"10757","Jarryd Lyons","BRL",24,15750,86
"10758","Alex Witherden","BRL",24,10170,62
"10759","Tom J. Lynch","RIC",24,9660,67
"10760","Daniel Rich","BRL",24,11950,56
"10761","Luke Hodge","BRL",24,9910,105
"10762","Daniel Rioli","RIC",24,8290,59
"10763","Eric Hipwood","BRL",24,8730,35
"10764","Harris Andrews","BRL",24,7430,37
"10765","Jack Graham","RIC",24,12210,62
"10766","Nick Vlastuin","RIC",24,11370,73
"10767","Darcy Gardiner","BRL",24,8070,63
"10768","Daniel McStay","BRL",24,7110,47
"10769","Lincoln McCarthy","BRL",24,9540,73
"10770","Jason Castagna","RIC",24,10890,68
"10771","Dylan Grimes","RIC",24,8060,51
"10772","David Astbury","RIC",24,7910,63
"10773","Nathan Broad","RIC",24,7550,9
"10823","Shane Mumford","GWS",4,10310,84
"10824","Jack Ross","RIC",4,6250,86
"10825","Zac Clarke","ESS",4,5000,40
"10826","Brad Crouch","ADE",4,14500,83
"10827","Tom Rockliff","PTA",4,14890,132
"10828","Tom Stewart","GEE",4,12390,97
"10829","Luke Ryan","FRE",4,10020,69
"10830","Lachie Neale","BRL",4,16090,139
"10831","Robbie Gray","PTA",4,11540,67
"10832","Kane Lambert","RIC",4,13130,83
"10833","Jack Darling","WCE",4,9420,79
"10834","Joel Selwood","GEE",4,12100,73
"10835","Adam Cerra","FRE",4,8830,52
"10836","Zach Merrett","ESS",4,13750,128
"10837","Travis Boak","PTA",4,16390,109
"10838","Darcy Byrne-Jones","PTA",4,11450,79
"10839","Jack Petruccelle","WCE",4,6890,33
"10840","Patrick Dangerfield","GEE",4,17310,66
"10841","Brad Ebert","PTA",4,12780,121
"10842","Xavier Duursma","PTA",4,9350,58
"10843","Riley Bonner","PTA",4,7710,67
"10844","Rory Sloane","ADE",4,15890,77
"10845","Paul Ahern","NTH",4,9990,60
"10846","Josh Kelly","GWS",4,14670,114
"10847","Dayne Zorko","BRL",4,13750,92
"10848","Shane Edwards","RIC",4,9740,81
"10849","Josh Caddy","RIC",4,10270,53
"10850","Sydney Stack","RIC",4,9260,41
"10851","Matt Crouch","ADE",4,16290,104
"10852","Rory Laird","ADE",4,14500,115
"10853","Luke Shuey","WCE",4,13790,89
"10854","Darcy Tucker","FRE",4,9670,48
"10855","Dom Sheed","WCE",4,14150,65
"10856","Lachie Whitfield","GWS",4,17030,124
"10857","Luke Dahlhaus","GEE",4,12890,44
"10858","Stefan Martin","BRL",4,12670,82
"10859","Andrew McGrath","ESS",4,10600,82
"10860","Scott Lycett","PTA",4,10560,71
"10861","Ollie Wines","PTA",4,12680,78
"10862","Ryan Burton","PTA",4,10850,102
"10863","Paddy Ryder","PTA",4,10030,67
"10864","Jack Graham","RIC",4,9960,70
"10865","Michael Walters","FRE",4,11640,97
"10866","Shannon Hurn","WCE",4,11800,124
"10867","Brandan Parfitt","GEE",4,10600,88
"10868","Charlie Constable","GEE",4,11440,76
"10869","Devon Smith","ESS",4,14220,79
"10870","Jordan Ridley","ESS",4,7880,76
"10871","Shai Bolton","RIC",4,5000,58
"10872","Jack Higgins","RIC",4,9530,80
"10873","Reilly O'Brien","ADE",4,9750,84
"10874","Rory Lobb","FRE",4,11390,91
"10875","Elliot Yeo","WCE",4,14070,105
"10876","Ed Langdon","FRE",4,13060,87
"10877","Chris Masten","WCE",4,9580,72
"10878","Jake Stringer","ESS",4,9570,53
"10879","Tom J. Lynch","RIC",4,8350,88
"10880","Justin Westhoff","PTA",4,13970,47
"10881","Willem Drew","PTA",4,9470,49
"10882","Liam Baker","RIC",4,5000,64
"10883","Zak Butters","PTA",4,8340,44
"10884","Aaron Hall","NTH",4,12270,73
"10885","Taylor Walker","ADE",4,8650,55
"10886","Todd Goldstein","NTH",4,14110,93
"10887","Andrew Gaff","WCE",4,16290,134
"10888","Jack Redden","WCE",4,13650,127
"10890","Tim Kelly","GEE",4,14080,58
"10891","Tom Atkins","GEE",4,5280,70
"10892","Jordan Clark","GEE",4,7840,33
"10893","Mason Redman","ESS",4,9110,68
"10894","Michael Hurley","ESS",4,11110,81
"10895","Brandon Ellis","RIC",4,11080,116
"10896","Dion Prestia","RIC",4,13030,76
"10897","Sam Gray","PTA",4,8230,63
"10898","Sam Powell-Pepper","PTA",4,11450,48
"10899","Tom Lynch","ADE",4,12170,79
"10900","Brodie Smith","ADE",4,10980,73
"10901","Myles Poholke","ADE",4,6710,63
"10902","Luke Davies-Uniacke","NTH",4,8620,61
"10903","Tarryn Thomas","NTH",4,5310,44
"10904","Stephen Coniglio","GWS",4,16600,112
"10905","Jeremy Finlayson","GWS",4,8990,69
"10906","Tim Taranto","GWS",4,14250,116
"10907","David Zaharakis","ESS",4,13370,113
"10908","Adam Saad","ESS",4,8880,44
"10909","Daniel Rich","BRL",4,12640,79
"10910","Mitch Robinson","BRL",4,12240,68
"10911","Rhys Mathieson","BRL",4,9010,47
"10912","Dyson Heppell","ESS",4,14990,87
"10913","Connor Menadue","RIC",4,6820,36
"10914","Connor Rozee","PTA",4,11110,44
"10915","Wayne Milera","ADE",4,12600,86
"10916","Jamie Macmillan","NTH",4,12690,63
"10917","Cameron Zurhaar","NTH",4,5900,41
"10918","David Mundy","FRE",4,12590,125
"10919","Tom Hickey","WCE",4,10070,56
"10920","Nathan Vardy","WCE",4,7770,60
"10921","Reece Conca","FRE",4,11730,78
"10922","Oscar Allen","WCE",4,6960,50
"10923","Zac Williams","GWS",4,11480,53
"10924","Mitch Duncan","GEE",4,14570,95
"10925","Mark O'Connor","GEE",4,6880,59
"10926","Gryan Miers","GEE",4,7920,58
"10927","Brent Daniels","GWS",4,6680,54
"10928","Dylan Shiel","ESS",4,14170,99
"10929","Orazio Fantasia","ESS",4,11320,45
"10930","Alex Witherden","BRL",4,13700,92
"10931","Cameron Rayner","BRL",4,8580,33
"10932","Kamdyn McIntosh","RIC",4,9440,63
"10933","Nick Vlastuin","RIC",4,9000,57
"10934","Toby Nankervis","RIC",4,12890,88
"10935","Steven Motlop","PTA",4,10160,32
"10936","Dan Houston","PTA",4,10040,92
"10937","Cameron Ellis-Yolmen","ADE",4,11710,52
"10938","Shaun Atley","NTH",4,9400,86
"10939","Ben Cunnington","NTH",4,13440,70
"10940","Shaun Higgins","NTH",4,14720,108
"10941","Luke McDonald","NTH",4,8670,37
"10942","Josh J. Kennedy","WCE",4,11290,80
"10943","Jeremy McGovern","WCE",4,9210,72
"10944","Brad Sheppard","WCE",4,12080,113
"10945","Travis Colyer","FRE",4,8810,46
"10946","Taylin Duman","FRE",4,9620,32
"10947","Andrew Brayshaw","FRE",4,10310,67
"10948","Sam Switkowski","FRE",4,7100,54
"10949","Matt Buntine","GWS",4,7030,53
"10950","Gary Ablett","GEE",4,13250,95
"10951","Matt de Boer","GWS",4,10670,62
"10952","Tom Hawkins","GEE",4,11530,76
"10953","Rhys Stanley","GEE",4,12140,71
"10954","Harry Taylor","GEE",4,8480,49
"10955","Jacob Hopper","GWS",4,12450,108
"10956","Nick Haynes","GWS",4,10280,72
"10957","Jeremy Cameron","GWS",4,12110,85
"10958","Gary Rohan","GEE",4,6510,36
"10959","Sam Menegola","GEE",4,14010,37
"10960","Patrick Ambrose","ESS",4,6160,32
"10961","Jarryd Lyons","BRL",4,12750,64
"10962","Josh Walker","BRL",4,10730,63
"10963","Lincoln McCarthy","BRL",4,9610,47
"10964","Charlie Cameron","BRL",4,9080,63
"10965","Eric Hipwood","BRL",4,9090,36
"10966","Jarrod Berry","BRL",4,12060,97
"10967","Hugh McCluggage","BRL",4,12140,81
"10968","Cale Hooker","ESS",4,10550,93
"10969","Nathan Broad","RIC",4,6080,26
"10971","Rory Atkins","ADE",4,12100,81
"10972","David Mackay","ADE",4,8760,65
"10973","Jed Anderson","NTH",4,11650,72
"10974","Ben Brown","NTH",4,8670,83
"10975","Jack Ziebell","NTH",4,11850,67
"10976","Jasper Pittard","NTH",4,11250,106
"10977","Jared Polec","NTH",4,13220,94
"10978","Riley Knight","ADE",4,9790,67
"10979","Trent Dumont","NTH",4,13450,107
"10980","Alex Keath","ADE",4,8460,94
"10981","Jy Simpkin","NTH",4,8200,74
"10982","Lachlan Murphy","ADE",4,7280,37
"10984","Jesse Hogan","FRE",4,11150,67
"10985","Matt Taberner","FRE",4,10440,115
"10986","Alex Pearce","FRE",4,5780,52
"10987","Mark Hutchings","WCE",4,8880,48
"10988","Thomas Cole","WCE",4,7910,56
"10989","Bradley Hill","FRE",4,14460,71
"10990","Ethan Hughes","FRE",4,7350,53
"10991","Liam Ryan","WCE",4,7770,43
"10992","Lachlan Schultz","FRE",4,7820,38
"10996","Phil Davis","GWS",4,9290,83
"10998","Adam Kennedy","GWS",4,10710,76
"10999","Heath Shaw","GWS",4,11540,75
"11000","Adam Tomlinson","GWS",4,11150,105
"11002","Mark Blicavs","GEE",4,9110,51
"11005","Jake Kolodjashnij","GEE",4,7080,50
"11011","Sam J. Reid","GWS",4,7070,55
"11012","Harry Himmelberg","GWS",4,9620,55
"11013","Daniel Lloyd","GWS",4,7320,74
"11020","Jack Henry","GEE",4,7240,26
"11024","Esava Ratugolea","GEE",4,6870,44
"11037","Sam Taylor","GWS",4,5700,51
"11054","Mark Baguley","ESS",4,8380,50
"11055","Mitch Brown","ESS",4,10160,119
"11060","Anthony McDonald-Tipungwuti","ESS",4,10020,139
"11062","Darcy Parish","ESS",4,11830,84
"11064","Harris Andrews","BRL",4,10090,87
"11066","Allen Christensen","BRL",4,11050,74
"11068","Darcy Gardiner","BRL",4,9210,50
"11070","Daniel McStay","BRL",4,6790,66
"11071","Nick Robertson","BRL",4,9710,53
"11073","Luke Hodge","BRL",4,10890,68
"11077","Conor McKenna","ESS",4,9290,62
"11087","Oscar McInerney","BRL",4,8030,51
"11089","Tom Bellchambers","ESS",4,11200,31
"11094","David Myers","ESS",4,11440,57
"11116","David Astbury","RIC",4,7050,57
"11118","Dylan Grimes","RIC",4,7630,69
"11123","Daniel Rioli","RIC",4,9150,51
"11132","Tom Jonas","PTA",4,9260,86
"11136","Dougal Howard","PTA",4,6590,52
"11138","Jason Castagna","RIC",4,7420,45
"11141","Tom Clurey","PTA",4,8940,82
"11172","Eddie Betts","ADE",4,8770,66
"11175","Kyle Hartigan","ADE",4,7010,18
"11177","Josh Jenkins","ADE",4,12500,62
"11179","Daniel Talia","ADE",4,8350,46
"11182","Robbie Tarrant","NTH",4,9760,98
"11183","Scott D. Thompson","NTH",4,9500,82
"11184","Kayne Turner","NTH",4,7610,71
"11189","Mason Wood","NTH",4,9050,70
"11191","Jake Kelly","ADE",4,9160,64
"11224","Nathan Wilson","FRE",4,9540,54
"11228","Jamie Cripps","WCE",4,12880,84
"11229","Liam Duggan","WCE",4,10370,82
"11238","Brandon Matera","FRE",4,9570,59
"11243","Tom Barrass","WCE",4,9190,87
"11248","Cam McCarthy","FRE",4,8990,55
"11253","Josh Rotham","WCE",4,5000,72
"11279","Patrick Dangerfield","GEE",12,14520,162
"11280","Mitch Duncan","GEE",12,15460,144
"11281","Tim Kelly","GEE",12,14720,129
"11282","Patrick Naish","RIC",12,5000,79
"11283","Dustin Martin","RIC",12,13330,102
"11284","Ivan Soldo","RIC",12,8430,75
"11285","Bachar Houli","RIC",12,14520,105
"11286","Trent Cotchin","RIC",12,10710,73
"11287","Rhys Stanley","GEE",12,11350,82
"11288","Joel Selwood","GEE",12,11450,76
"11289","Cameron Guthrie","GEE",12,10910,104
"11290","Josh Caddy","RIC",12,10170,71
"11291","Liam Baker","RIC",12,9960,63
"11292","Dion Prestia","RIC",12,12880,106
"11293","Brandan Parfitt","GEE",12,10720,76
"11294","Tom Hawkins","GEE",12,11290,74
"11295","Jack Graham","RIC",12,9810,70
"11296","Esava Ratugolea","GEE",12,5980,60
"11297","Gary Ablett","GEE",12,12900,118
"11298","Jordan Clark","GEE",12,8280,44
"11299","Noah Balta","RIC",12,7810,38
"11300","Tom Atkins","GEE",12,7360,56
"11301","Zach Tuohy","GEE",12,9880,65
"11302","Nick Vlastuin","RIC",12,11130,62
"11303","Jacob Townsend","RIC",12,6590,17
"11304","Tom Stewart","GEE",12,13380,105
"11305","Kamdyn McIntosh","RIC",12,9540,67
"11306","Luke Dahlhaus","GEE",12,11860,96
"11307","Sydney Stack","RIC",12,10140,52
"11308","Tom J. Lynch","RIC",12,7590,50
"11309","Jack Higgins","RIC",12,9950,44
"11310","Shane Edwards","RIC",12,10510,74
"11311","Mark Blicavs","GEE",12,8930,46
"11312","Gary Rohan","GEE",12,8250,38
"11313","Jack Henry","GEE",12,6100,50
"11314","Gryan Miers","GEE",12,9840,86
"11315","Daniel Rioli","RIC",12,7770,53
"11316","Harry Taylor","GEE",12,8940,50
"11317","Jason Castagna","RIC",12,8320,72
"11318","Dylan Grimes","RIC",12,7870,50
"11319","Jake Kolodjashnij","GEE",12,7300,57
"11320","Mark O'Connor","GEE",12,8280,72
"11321","Dan Butler","RIC",12,7650,79
"11322","Ryan Garthwaite","RIC",12,5450,47
"11371","Bailey Smith","WBD",4,7750,60
"11372","Jamie Elliott","COL",4,7870,60
"11373","Brodie Grundy","COL",4,16760,153
"11374","James Aish","COL",4,10750,46
"11375","Tom Liberatore","WBD",4,12970,108
"11376","Darcy Moore","COL",4,7550,69
"11377","Tom Phillips","COL",4,12530,132
"11378","Jordan De Goey","COL",4,11790,99
"11379","Adam Treloar","COL",4,16130,82
"11380","Brody Mihocek","COL",4,9860,62
"11381","Scott Pendlebury","COL",4,13270,81
"11382","Josh Thomas","COL",4,8630,66
"11383","Ed Richards","WBD",4,5770,40
"11384","Steele Sidebottom","COL",4,14610,90
"11385","Tory Dickson","WBD",4,7680,60
"11386","Taylor Duryea","WBD",4,8140,73
"11387","Marcus Bontempelli","WBD",4,15300,116
"11388","Tim English","WBD",4,9300,86
"11389","Mason Cox","COL",4,9460,69
"11391","Brayden Maynard","COL",4,10340,56
"11392","Jeremy Howe","COL",4,11580,56
"11393","Jack Macrae","WBD",4,17430,109
"11394","Jaidyn Stephenson","COL",4,9680,75
"11395","Mitch Wallis","WBD",4,11850,71
"11396","Sam Lloyd","WBD",4,9400,77
"11397","Josh Dunkley","WBD",4,12860,67
"11398","Aaron Naughton","WBD",4,8650,50
"11399","Toby McLean","WBD",4,11550,79
"11400","Jordan Roughead","COL",4,10310,61
"11401","Taylor Adams","COL",4,14940,116
"11402","Tom Langdon","COL",4,10500,55
"11403","Jack Crisp","COL",4,13170,65
"11404","Callum L. Brown","COL",4,8100,66
"11405","Caleb Daniel","WBD",4,12880,105
"11406","Travis Varcoe","COL",4,7380,89
"11407","Lachie Hunter","WBD",4,16020,108
"11408","Jason Johannisen","WBD",4,11890,105
