"playerName","team","CBAs","ruckContests","kickIns","playOn","fantasy"
"Kate McCarthy","STK",0,0,0,0,0
"Ashleigh Richards","STK",0,0,0,0,0
"Georgia Patrikios","STK",0,0,0,0,0
"Tyanna Smith","STK",0,0,0,0,0
"Ella Friend","STK",0,0,0,0,0
"Paige Price","STK",0,0,0,0,0
"Eleanor Brown","WB",0,0,0,0,71
"Jessica Fitzgerald","WB",10,0,0,0,70
"Ellie Blackburn","WB",6,0,0,0,66
"Richelle Cranston","WB",0,0,0,0,65
"Kirsty Lamb","WB",8,0,0,0,58
"Alice Edmonds","WB",6,27,0,0,51
"Naomi Ferres","WB",0,0,0,0,50
"Katie Lynch","WB",0,0,0,0,48
"Elle Bennetts","WB",3,0,0,0,41
"Isabelle Pritchard","WB",1,0,0,0,41
"Isabella Grant","WB",0,0,0,0,38
"Bonnie Toogood","WB",0,6,0,0,36
"Britney Gutknecht","WB",0,0,0,0,36
"Celine Moody","WB",6,25,0,0,34
"Bailey Hunt","WB",0,0,0,0,29
"Nell Morris-Dalton","WB",0,2,0,0,28
"Gemma Lagioia","WB",0,0,0,0,26
"Elisabeth Georgostathis","WB",7,0,0,0,24
"Sarah Hartwig","WB",0,0,0,0,24
"Amanda Ling","WB",1,0,0,0,20
"Ashleigh Guest","WB",0,0,1,1,15
"Brooke Lochland","WB",0,0,0,0,0
"Elizabeth Snell","WB",0,0,0,0,0
"Isabel Huntington","WB",0,0,0,0,0
"Hannah Scott","WB",0,0,0,0,0
"Ellyse Gamble","WB",0,0,0,0,0
"Kirsten McLeod","WB",0,0,0,0,0
"Gabby Newton","WB",0,0,0,0,0
"Annabel Strahan","WB",0,0,0,0,0
"Aurora Smith","WB",0,0,0,0,0
"Jemima Woods","WB",0,0,0,0,0
"Deanna Berry","WB",0,0,0,0,0
"Dana Hooker","WCE",0,0,0,0,0
"Emma Swanson","WCE",0,0,0,0,0
"Mikayla Bowen","WCE",0,0,0,0,0
"Aisling McCarthy","WCE",0,0,0,0,0
"Belinda Smith","WCE",0,0,0,0,0
"Evangeline Gooch","WCE",0,0,0,0,0
"Maddy Collier","WCE",0,0,0,0,0
"Parris Laurie","WCE",0,0,0,0,0
"Amber Ward","WCE",0,0,0,0,0
"Isabella Lewis","WCE",0,0,0,0,0
"Grace Kelly","WCE",0,0,0,0,0
